BAcctNumber,AcctNumber,BillingStreet,BillingAptNo,BillingZip,BillingPhone,BillingMethod,OnlineBillingFlag,CoverageType,LastInvoiceGenDate,LastInvoicePaidDueDate,LastInvoicePaidDate,LastBillCount,NextInvoiceGenDate,CardType,CardNo,CardExpirationDate,BankingAccountType,BankingAccountNumber,PaymentAmount,PaymentDate,AccountEstablishedDate
BILL244179312,ACC956788042,04882 Morrow Way,19,73152,394-247-4883,Capitation,F,Maternity Coverage,7/6/2017,1/28/2024,10/24/2021,16,11/5/2018,jcb,3556733583228521,11/27/2024,Savings Account,pmodevd,431.99,2/15/2021,5/25/2011
BILL595955668,ACC121563984,1941 Memorial Plaza,4,77070,740-826-3117,Time-Based Billing,F,Disability Insurance,6/3/2016,2/17/2024,8/7/2016,26,4/8/2017,jcb,3580690820891984,7/23/2024,Savings Account,ckrlepy,446.72,7/2/2015,4/22/2020
BILL131444407,ACC614622323,924 Roth Alley,23,98442,806-335-3436,Time-Based Billing,T,High Deductible Health Plan (HDHP),6/6/2018,10/11/2018,4/18/2024,36,11/15/2019,maestro,58933388857070279,2/4/2027,Investment Account,tzovvuj,425.53,5/8/2014,11/6/2013
BILL207017387,ACC588512487,32484 David Hill,9,55551,728-958-6378,Sliding Scale,T,Mental Health Coverage,10/8/2010,7/9/2021,8/10/2018,21,2/11/2011,jcb,3543515610118833,6/18/2028,Loan Account,whadqjm,712.14,12/25/2013,5/14/2011
BILL286612331,ACC022794726,68 Claremont Lane,15,22333,357-813-9701,Resource-Based Relative Value Scale (RBRVS),F,Medicare,12/5/2011,10/21/2014,8/4/2013,30,11/30/2018,maestro,5020258823808174,7/15/2028,Certificate of Deposit (CD),ofmzhay,568.17,8/7/2020,6/24/2010
BILL906333790,ACC620714135,2 Haas Street,28,39216,867-661-9171,Prospective Payment System,F,Tricare (Military Health Care),4/27/2021,6/10/2021,11/17/2022,8,12/29/2021,mastercard,5010129387889276,6/16/2024,Savings Account,txkxcjz,581.12,1/7/2010,5/31/2018
BILL481462067,ACC432747892,4 Surrey Drive,25,78769,142-940-3355,Global Budgeting,T,Health Maintenance Organization (HMO),7/2/2018,9/30/2020,7/15/2022,20,3/19/2024,jcb,3581313784687186,4/8/2025,Loan Account,ppoxyan,131.99,4/4/2017,8/26/2012
BILL811570823,ACC602173480,6 Steensland Junction,19,20540,941-541-5439,Third-Party Billing,F,Vision Insurance,6/23/2017,11/30/2018,3/3/2018,3,6/3/2022,maestro,5893821859029554531,12/6/2029,Credit Account,uwzloft,45.01,7/24/2012,9/5/2010
BILL350403247,ACC413928662,3376 New Castle Point,4,54915,548-532-9143,Shared Savings,T,Catastrophic Health Insurance,11/1/2017,7/5/2021,11/20/2018,33,10/27/2019,jcb,3586888229344514,5/10/2029,Retirement Account,nrhjxay,902.78,3/27/2018,7/25/2021
BILL997987118,ACC963185463,13 Ohio Point,30,20580,496-866-8368,Fee-for-Service,T,International Health Insurance,8/6/2020,8/6/2020,8/31/2023,30,12/9/2020,americanexpress,374283985003870,8/26/2026,Loan Account,hvrdgkp,23.91,2/16/2020,5/10/2016
BILL121991038,ACC926686229,28739 Badeau Park,40,02114,498-434-6102,Prospective Payment System,T,Disability Insurance,12/21/2020,4/5/2023,1/19/2021,31,9/15/2023,visa,4041373582568071,3/28/2026,Credit Account,kpnnxoy,169.56,1/24/2017,11/18/2012
BILL262166953,ACC146489984,8250 Darwin Avenue,8,45470,438-420-9533,Capitation,F,Medicaid,10/2/2012,4/5/2016,6/13/2016,18,1/1/2023,maestro,5038347100560044,9/2/2025,Credit Account,vyvjwxv,846.83,10/15/2016,9/4/2015
BILL627898183,ACC806826299,923 Hanson Center,50,85015,495-243-7087,Time-Based Billing,T,High Deductible Health Plan (HDHP),9/15/2011,5/14/2015,9/10/2023,38,7/14/2016,visa-electron,4026958795726299,7/11/2029,Retirement Account,rhcrjsa,280.99,6/5/2018,10/14/2011
BILL593218462,ACC016251499,432 Corscot Place,36,93704,438-816-7895,Global Budgeting,F,Dental Insurance,5/15/2014,9/23/2018,2/17/2018,14,10/28/2018,solo,676749328700938150,5/28/2029,Certificate of Deposit (CD),sluadoj,84.7,4/24/2014,7/28/2017
BILL148116538,ACC976571577,9713 Burrows Street,18,97306,645-335-3015,Out-of-Pocket,F,Vision Insurance,11/9/2019,10/5/2020,3/19/2023,11,10/21/2020,visa,4041597423375888,8/29/2027,Investment Account,eqzekuj,774.77,5/7/2010,9/30/2011
BILL237308445,ACC641755308,0791 Calypso Trail,33,92844,784-157-3039,Time-Based Billing,F,Indemnity Plan,9/24/2019,12/21/2019,3/22/2020,21,5/1/2024,jcb,3556750034362550,10/1/2025,Loan Account,yllrwmi,671.44,1/19/2012,1/3/2016
BILL435496845,ACC528254629,692 Express Plaza,24,79911,260-812-0499,Global Budgeting,F,Prescription Drug Coverage,11/17/2016,3/4/2021,4/1/2021,24,2/23/2023,jcb,3551496623388177,12/5/2029,Credit Account,ipbswbh,670.86,4/29/2014,4/28/2016
BILL447082759,ACC818469123,228 Pawling Pass,42,11210,794-780-1196,Self-Pay,F,Children's Health Insurance Program (CHIP),8/9/2014,7/7/2022,6/1/2018,30,1/12/2020,diners-club-international,36830852687472,5/15/2029,Investment Account,cueauxr,980.87,1/8/2014,11/30/2010
BILL215430269,ACC043544577,65 Brentwood Way,47,54313,803-421-5836,Shared Savings,F,Medicaid,1/26/2015,6/11/2023,4/13/2024,35,5/16/2019,bankcard,5602258981115574,5/15/2027,Certificate of Deposit (CD),cfyuicl,804.41,11/1/2020,11/2/2010
BILL647471786,ACC648543918,03103 Iowa Road,18,32309,749-317-1128,Bundled Payments,T,Health Maintenance Organization (HMO),2/2/2011,4/10/2016,3/5/2019,49,9/30/2020,diners-club-us-ca,5467240855291347,3/21/2027,Credit Account,cipeyul,466.38,5/5/2013,3/8/2011
BILL272454605,ACC017915187,7990 Dwight Avenue,34,15220,541-767-9606,Direct Billing,T,Consumer-Driven Health Plan (CDHP),2/3/2020,12/18/2021,8/25/2023,10,7/7/2023,jcb,3542450723832750,3/26/2029,Checking Account,wtzeivn,6.16,5/1/2021,7/18/2014
BILL418596314,ACC377028951,440 Dayton Avenue,38,84093,478-374-0757,Direct Billing,F,Veterans Health Administration (VA),7/15/2010,1/16/2015,7/10/2019,17,4/23/2020,jcb,3543675116089860,12/8/2024,Checking Account,unatxei,595.18,12/30/2020,4/29/2018
BILL994130313,ACC580667568,942 Dexter Alley,31,57198,470-114-2716,Sliding Scale,F,Long-Term Care Insurance,6/6/2012,11/6/2023,10/19/2020,12,6/9/2024,jcb,3531055449886064,2/7/2027,Loan Account,bedhows,3.69,2/9/2021,12/12/2020
BILL796303350,ACC213575276,8185 East Hill,30,22156,281-736-0883,Per Diem,T,Vision Insurance,12/5/2012,12/20/2016,8/20/2015,22,5/28/2013,bankcard,5602242490691051,9/20/2026,Investment Account,tydcxlq,400.13,4/15/2014,12/21/2021
BILL422901540,ACC352681403,721 Petterle Parkway,46,88553,118-423-7908,Fee-for-Service,F,Health Savings Account (HSA)-eligible plan,2/28/2015,4/4/2021,12/4/2018,26,3/31/2022,switch,4936477546296444836,2/10/2027,Investment Account,vprsuqi,34.99,11/25/2017,12/25/2017
BILL817494315,ACC390350530,96 Manufacturers Junction,30,52245,628-844-1071,Capitation,F,Dental Insurance,10/27/2018,5/8/2024,3/15/2024,40,6/21/2021,jcb,3563130893136190,6/4/2029,Investment Account,czbsjzf,906.05,11/26/2018,12/14/2013
BILL023857864,ACC287377888,7058 American Pass,11,22096,863-743-3812,Fee-for-Service,T,Critical Illness Insurance,3/13/2018,7/25/2019,12/14/2021,19,2/4/2024,bankcard,5610655127493726,3/7/2024,Investment Account,qkttnek,546.76,10/13/2016,7/21/2011
BILL293948571,ACC845224668,9 Old Shore Pass,43,88519,223-396-3116,Electronic Billing,F,Travel Health Insurance,10/23/2020,8/13/2024,7/9/2022,49,10/27/2021,laser,630451165640771811,1/17/2024,Checking Account,rhcimpm,960.06,1/7/2016,11/13/2014
BILL946125322,ACC460734373,8293 Golf Course Circle,39,97255,542-628-4403,Fee-for-Service,F,Consumer-Driven Health Plan (CDHP),4/27/2016,1/5/2018,6/9/2020,2,2/5/2020,jcb,3528096903475015,4/12/2028,Retirement Account,uexklle,469.58,12/28/2015,11/30/2019
BILL059872949,ACC122674297,5 Delladonna Road,36,23260,684-893-0391,Prospective Payment System,T,Medicaid,9/6/2021,8/25/2023,1/28/2024,23,12/29/2023,jcb,3568463013392996,3/23/2029,Savings Account,aacmbqp,438.73,6/14/2014,12/12/2010
BILL852709119,ACC035835463,50191 Acker Point,49,33153,809-448-5554,Resource-Based Relative Value Scale (RBRVS),T,Health Maintenance Organization (HMO),5/27/2015,1/23/2016,1/26/2024,37,2/13/2021,china-unionpay,560225146228529759,1/10/2029,Checking Account,fisxytp,805.78,5/30/2016,6/25/2011
BILL924625793,ACC525231804,1620 Shoshone Plaza,1,08603,724-684-3319,Electronic Billing,T,High Deductible Health Plan (HDHP),9/26/2017,12/3/2018,11/13/2017,32,8/27/2018,jcb,3578287600102817,9/11/2026,Retirement Account,texfket,197.25,9/29/2019,7/17/2017
BILL990702031,ACC122722701,512 Stephen Court,20,94286,449-576-3080,Diagnosis-Related Group (DRG),F,Indemnity Plan,3/18/2010,7/16/2018,4/5/2017,1,2/11/2013,diners-club-carte-blanche,30437809084997,3/5/2029,Checking Account,rsctqdo,708.4,9/28/2011,1/29/2012
BILL394756988,ACC650601811,51388 Pine View Center,38,80150,982-530-0766,Out-of-Pocket,F,Exclusive Provider Organization (EPO),8/13/2017,12/2/2020,5/30/2021,12,9/22/2018,jcb,3586442606574572,7/18/2027,Certificate of Deposit (CD),apvezmk,225.66,2/21/2016,1/10/2016
BILL157983341,ACC139864019,7633 Homewood Hill,32,80243,691-991-6541,Time-Based Billing,F,Short-Term Health Insurance,4/7/2010,5/25/2010,5/20/2023,31,8/25/2014,maestro,50388844214566935,2/2/2026,Checking Account,xtrrsxk,311.38,10/16/2011,2/17/2017
BILL427427431,ACC921533122,830 Badeau Avenue,8,60604,162-804-2184,Out-of-Pocket,T,Dental Insurance,8/22/2020,1/20/2022,8/20/2021,43,7/26/2024,bankcard,5602212127817734,5/9/2026,Credit Account,zkwkebc,782.72,10/16/2014,3/14/2018
BILL604631460,ACC121309870,33231 Jenifer Road,24,78737,660-130-7688,Sliding Scale,T,Short-Term Health Insurance,5/6/2015,3/26/2017,4/7/2021,35,10/31/2018,jcb,3548697673098659,2/7/2025,Certificate of Deposit (CD),lfalmqp,6.75,3/19/2010,10/24/2019
BILL097463587,ACC541892146,4111 Parkside Place,41,10203,303-931-9229,Diagnosis-Related Group (DRG),T,Veterans Health Administration (VA),2/23/2014,3/6/2020,6/22/2018,43,9/25/2018,jcb,3576746467108797,2/12/2024,Retirement Account,jggukiu,166.18,2/23/2016,6/12/2017
BILL144906623,ACC531356714,3308 Amoth Lane,27,11499,846-787-0288,Self-Pay,F,Medicare,8/5/2021,5/23/2024,9/24/2022,30,10/25/2022,switch,4911533774899043251,2/13/2029,Checking Account,wezrflm,667.12,8/12/2010,4/11/2020
BILL853540985,ACC929694794,5939 Green Ridge Center,2,33134,147-171-8071,Diagnosis-Related Group (DRG),F,Maternity Coverage,7/6/2014,9/9/2021,7/27/2020,33,2/1/2018,jcb,3572874946706785,7/20/2026,Checking Account,rdsuhdk,467.53,3/8/2016,5/8/2013
BILL979776016,ACC173590667,09367 Independence Terrace,45,63116,581-308-3159,Fee-for-Service,F,Health Maintenance Organization (HMO),5/21/2011,12/10/2011,5/11/2012,32,2/27/2013,bankcard,5602242639374429,10/3/2024,Retirement Account,uwcjkij,243.62,6/3/2014,6/29/2016
BILL735078611,ACC963185463,2 Cascade Plaza,43,74103,386-920-0169,Electronic Billing,F,Health Savings Account (HSA)-eligible plan,4/28/2016,9/26/2023,12/10/2021,50,10/20/2020,jcb,3555021180354747,6/12/2024,Certificate of Deposit (CD),szedguc,546.18,10/10/2018,5/10/2016
BILL956422068,ACC730981357,8677 Rigney Terrace,39,38131,975-634-4949,Out-of-Pocket,T,Dental Insurance,2/5/2010,11/13/2011,1/7/2012,36,2/10/2022,visa,4041597881093,2/20/2027,Loan Account,ijgexrs,168.85,11/25/2019,6/9/2020
BILL841748653,ACC322548139,672 Transport Circle,24,33196,881-762-7709,Time-Based Billing,F,Indemnity Plan,11/4/2010,4/10/2019,6/27/2016,32,6/19/2016,diners-club-enroute,201512755288355,8/3/2028,Savings Account,vekwpmc,598.67,7/4/2015,7/7/2010
BILL817737284,ACC377964126,848 Forster Crossing,4,61656,770-812-8258,Per Diem,T,Short-Term Health Insurance,10/3/2015,9/20/2020,1/11/2018,47,12/8/2021,maestro,6762877627889440714,9/28/2029,Loan Account,rxmuxba,200.82,2/23/2020,9/21/2015
BILL743715196,ACC800402944,839 Petterle Road,42,78764,433-883-2968,Value-Based Reimbursement,T,Maternity Coverage,7/31/2010,10/28/2010,4/11/2018,31,8/15/2010,americanexpress,348442398185335,4/30/2026,Checking Account,gvlwnjb,861.41,1/4/2021,2/15/2020
BILL383600322,ACC772990429,91786 Forster Park,30,10292,905-157-9714,Sliding Scale,T,Travel Health Insurance,3/25/2021,2/9/2023,1/18/2022,19,5/23/2024,switch,4936559993747998310,8/6/2025,Certificate of Deposit (CD),jxkssfh,662.6,6/25/2020,5/12/2013
BILL598724655,ACC008734641,13 Haas Pass,44,83732,830-335-4599,Capitation,T,High Deductible Health Plan (HDHP),11/28/2015,1/5/2019,12/4/2016,49,2/24/2016,diners-club-us-ca,5447015069956173,1/10/2027,Certificate of Deposit (CD),jxaynjl,938.33,9/9/2014,9/3/2016
BILL452915889,ACC548929324,56 Magdeline Avenue,6,35225,149-672-5107,Value-Based Reimbursement,F,Flexible Spending Account (FSA)-eligible plan,6/22/2015,11/15/2021,8/25/2023,27,7/20/2019,visa-electron,4917707997061365,11/18/2024,Investment Account,czdspjo,531.01,7/7/2019,12/19/2019
BILL344255455,ACC035835463,0523 Cody Parkway,20,80310,343-505-9781,Third-Party Billing,T,Long-Term Care Insurance,11/23/2012,3/2/2015,12/7/2022,9,9/26/2022,visa-electron,4913171565577720,10/22/2025,Retirement Account,lnaluul,944.01,7/7/2021,6/25/2011
BILL849287608,ACC376419412,339 Carpenter Place,8,44197,732-430-5646,Electronic Billing,F,Prescription Drug Coverage,5/26/2017,11/11/2018,8/27/2019,49,6/6/2017,jcb,3565121446102472,10/8/2027,Retirement Account,kuhiguc,336.6,5/24/2021,8/2/2014
BILL017173828,ACC577530691,3 Cherokee Point,11,78465,619-462-3810,Global Budgeting,F,Maternity Coverage,3/29/2014,5/24/2022,9/19/2016,9,4/15/2022,jcb,3569141437822629,9/10/2028,Retirement Account,upaekob,625.0,7/12/2014,5/28/2018
BILL293715485,ACC834886968,06 Ridgeway Parkway,40,45454,835-283-5887,Co-Payment,T,Accident Insurance,1/12/2014,1/11/2018,4/27/2022,50,5/29/2018,diners-club-carte-blanche,30087429098370,1/4/2029,Investment Account,ymxwjap,985.62,6/3/2021,4/13/2010
BILL600841210,ACC815571990,17 Corben Court,23,79940,345-165-2330,Sliding Scale,F,Prescription Drug Coverage,6/2/2017,4/4/2019,4/4/2023,15,4/17/2018,laser,6304932676998865984,1/14/2025,Savings Account,iqnfxun,876.8,6/9/2019,11/10/2013
BILL267257068,ACC262453759,55 Iowa Drive,29,91406,436-614-3729,Deductible,F,Dental Insurance,2/9/2021,10/25/2022,3/8/2023,35,9/13/2022,mastercard,5108758188270600,9/20/2029,Savings Account,xyaajxe,489.15,7/4/2019,8/15/2017
BILL368002175,ACC173590667,33886 Macpherson Alley,31,88574,173-637-8289,Third-Party Billing,T,Fee-for-Service (FFS),5/1/2014,8/6/2024,3/15/2015,45,4/10/2018,maestro,0604342734455740,11/26/2025,Investment Account,bysvaxr,708.56,6/18/2012,6/29/2016
BILL884457432,ACC050762196,2574 Buhler Hill,2,33158,187-611-4297,Resource-Based Relative Value Scale (RBRVS),T,Medicaid,1/21/2012,12/6/2021,7/31/2024,19,4/28/2015,mastercard,5100172913161506,4/11/2026,Certificate of Deposit (CD),exwrgsb,772.29,11/13/2012,7/19/2011
BILL745018822,ACC388278688,213 Southridge Place,25,02104,297-966-3467,Per Diem,T,Health Savings Account (HSA)-eligible plan,3/27/2015,9/13/2017,1/27/2021,49,7/10/2016,jcb,3529776374830348,6/26/2026,Certificate of Deposit (CD),ceulbwn,646.02,7/27/2011,7/19/2011
BILL756122717,ACC909068284,50 Gulseth Drive,38,22333,308-402-5429,Self-Pay,F,Children's Health Insurance Program (CHIP),4/26/2011,10/19/2015,4/9/2016,11,10/21/2015,jcb,3568799738448757,2/27/2026,Investment Account,pqcvcie,71.83,8/26/2017,10/30/2021
BILL144483136,ACC050453319,2 Tennessee Trail,24,37131,146-687-0557,Electronic Billing,T,Indemnity Plan,8/2/2021,11/25/2022,4/24/2024,48,12/19/2022,maestro,67633255182936504,11/21/2026,Savings Account,cqvdzfq,417.98,6/11/2010,5/7/2018
BILL354106024,ACC314578809,56 Quincy Trail,33,79916,452-234-7999,Bundled Payments,F,Medicare,3/17/2013,9/5/2016,4/10/2015,30,9/2/2019,jcb,3550559644913017,4/26/2026,Credit Account,bfubrip,380.87,12/24/2012,10/19/2015
BILL717796003,ACC113636626,705 Lawn Terrace,12,77806,988-974-7550,Deductible,F,Accident Insurance,10/8/2011,6/6/2024,9/10/2017,3,12/13/2014,jcb,3528181182111778,9/23/2025,Checking Account,ubesbxp,770.91,1/4/2017,8/10/2010
BILL435206167,ACC281514894,973 Dryden Crossing,18,10014,189-856-2670,Diagnosis-Related Group (DRG),F,International Health Insurance,11/15/2010,11/27/2021,5/26/2023,44,1/11/2022,jcb,3568592362460390,2/22/2027,Certificate of Deposit (CD),khpekcr,420.82,7/20/2012,5/23/2019
BILL234715293,ACC641755308,19 Miller Drive,1,85311,566-383-3944,Sliding Scale,T,Exclusive Provider Organization (EPO),11/17/2019,1/13/2021,9/19/2021,7,11/27/2020,diners-club-carte-blanche,30405903089113,9/18/2029,Certificate of Deposit (CD),sgruhdi,296.37,9/18/2011,1/3/2016
BILL437173659,ACC383313874,17 Rusk Circle,18,22313,698-112-4825,Direct Billing,F,Tricare (Military Health Care),7/19/2016,4/2/2024,3/1/2024,13,12/15/2022,jcb,3547730287778357,12/14/2025,Checking Account,lnqlmlw,611.86,8/30/2021,10/1/2012
BILL596462344,ACC573636319,27696 Annamark Trail,47,66606,217-926-6734,Electronic Billing,F,Health Savings Account (HSA)-eligible plan,11/21/2014,6/25/2022,9/6/2023,9,8/10/2016,maestro,6761795920694184721,3/24/2024,Investment Account,jluziri,306.56,3/7/2013,5/15/2015
BILL898163573,ACC892077823,18253 Kedzie Circle,23,35236,718-259-3436,Electronic Billing,T,Short-Term Health Insurance,2/25/2015,6/21/2023,8/3/2016,15,1/12/2022,jcb,3566100283307120,12/5/2029,Investment Account,cufengt,441.21,7/16/2012,8/24/2013
BILL377460540,ACC663330516,35121 Warner Drive,27,90605,126-239-4531,Diagnosis-Related Group (DRG),F,Consumer-Driven Health Plan (CDHP),10/20/2016,5/15/2017,2/16/2019,39,3/22/2017,americanexpress,374725925600314,12/21/2029,Loan Account,oytxwfv,270.35,4/30/2018,10/22/2014
BILL384271286,ACC118014048,085 Memorial Parkway,32,33467,321-382-8669,Shared Savings,T,Substance Abuse Treatment Coverage,11/3/2021,3/5/2022,12/30/2023,5,8/21/2022,jcb,3538829083963352,12/10/2028,Loan Account,ybwfkgz,387.75,5/22/2018,3/27/2014
BILL286345959,ACC003328374,6 Grasskamp Park,15,50320,600-310-7619,Sliding Scale,F,International Health Insurance,5/30/2016,2/4/2019,9/12/2020,33,3/30/2021,china-unionpay,5602222685353402,7/21/2028,Credit Account,qtbxrrw,715.93,8/29/2020,8/7/2020
BILL919767731,ACC015967971,1 Aberg Junction,39,44197,677-768-7822,Prospective Payment System,F,Accident Insurance,10/18/2013,2/3/2020,3/26/2015,50,4/13/2016,maestro,67627651874971825,5/27/2029,Credit Account,erjqavf,330.38,12/17/2012,10/19/2017
BILL252640729,ACC534208913,5 8th Parkway,43,58505,954-403-2203,Direct Billing,F,Vision Insurance,2/11/2019,7/18/2022,9/23/2022,42,2/15/2021,americanexpress,379017227350425,3/17/2025,Certificate of Deposit (CD),qtsttej,746.47,3/24/2011,7/31/2019
BILL801487373,ACC518838344,360 Melvin Road,16,92137,242-973-3524,Co-Payment,F,Consumer-Driven Health Plan (CDHP),6/29/2015,1/30/2020,12/20/2019,19,1/29/2017,mastercard,5438917104690363,7/8/2029,Savings Account,tzmrpjq,658.63,5/27/2014,12/25/2015
BILL571477851,ACC950212525,54 Towne Plaza,12,97296,242-391-2448,Shared Savings,T,Catastrophic Health Insurance,11/7/2019,3/8/2023,11/7/2022,9,11/22/2023,jcb,3558889666811605,12/26/2028,Loan Account,pqfapjv,333.6,5/22/2021,6/18/2013
BILL187134589,ACC317139193,1716 Maryland Court,39,10557,719-754-4212,Self-Pay,F,Fee-for-Service (FFS),5/31/2021,8/16/2022,7/12/2022,47,8/10/2021,mastercard,5100130991021216,10/15/2025,Certificate of Deposit (CD),kfdqwwf,610.08,4/22/2014,12/3/2015
BILL385685777,ACC682487212,06 Sunfield Junction,41,50310,424-472-8056,Coinsurance,T,Substance Abuse Treatment Coverage,8/26/2010,6/4/2015,2/13/2021,31,10/21/2012,mastercard,5048378433701227,4/23/2026,Retirement Account,vrtcbhe,130.2,9/17/2020,6/14/2017
BILL402703484,ACC786160629,794 Orin Point,24,20456,654-193-8105,Coinsurance,T,Mental Health Coverage,2/24/2019,9/29/2022,10/2/2019,25,3/12/2021,jcb,3582576104932065,5/15/2026,Investment Account,muwsgxz,306.08,4/26/2018,11/19/2019
BILL085741208,ACC546065162,96023 Mosinee Way,21,30911,703-122-1163,Prospective Payment System,T,Tricare (Military Health Care),1/29/2015,5/10/2024,12/5/2023,39,5/27/2022,mastercard,5246118364744477,9/3/2028,Investment Account,cypocjg,275.61,9/23/2018,4/10/2016
BILL583983751,ACC188128113,6704 Old Shore Drive,31,35244,176-252-7662,Value-Based Reimbursement,T,Dental Insurance,9/1/2011,12/28/2019,9/22/2011,37,7/31/2013,jcb,3541029149290941,10/14/2029,Investment Account,xldtism,618.96,9/10/2020,8/27/2016
BILL943428122,ACC577530691,97 Lien Pass,5,33245,977-490-0890,Diagnosis-Related Group (DRG),F,Vision Insurance,6/17/2015,3/5/2023,9/15/2020,11,4/19/2022,americanexpress,337941819599308,9/21/2025,Savings Account,wntkkix,159.33,8/20/2011,5/28/2018
BILL399797497,ACC494216814,0 Bultman Court,19,33994,141-829-6872,Co-Payment,F,Long-Term Care Insurance,11/6/2010,8/4/2012,8/24/2020,7,4/25/2011,americanexpress,372020761396751,10/30/2029,Certificate of Deposit (CD),jnpcwup,432.44,7/4/2015,2/8/2012
BILL341269159,ACC475411886,3 Bellgrove Junction,12,46620,725-245-2750,Shared Savings,T,Maternity Coverage,7/8/2019,7/27/2021,11/28/2019,49,5/23/2020,bankcard,5602242787997161,10/22/2026,Savings Account,lviddln,810.5,8/28/2018,1/21/2016
BILL824823700,ACC389158671,812 North Road,44,10019,464-953-1103,Deductible,T,Health Savings Account (HSA)-eligible plan,4/13/2013,11/23/2014,7/31/2020,30,8/6/2018,mastercard,5100146439259127,12/28/2028,Savings Account,lbxaljz,214.4,9/13/2010,10/17/2015
BILL964837465,ACC716606676,6 Sugar Court,37,93106,751-225-9897,Third-Party Billing,T,Preferred Provider Organization (PPO),4/29/2011,2/14/2021,8/12/2024,16,12/22/2011,jcb,3545311929061155,2/22/2027,Loan Account,wlxhlea,950.93,7/17/2016,5/8/2021
BILL102042999,ACC068142238,0262 Artisan Street,15,46254,980-232-2718,Self-Pay,F,Vision Insurance,2/13/2010,7/12/2018,11/17/2019,7,12/25/2012,jcb,3564644081851872,10/25/2029,Loan Account,tslhept,80.79,12/26/2014,5/30/2015
BILL156455088,ACC648543918,3631 Melvin Plaza,38,80940,665-944-9016,Self-Pay,F,Dental Insurance,5/6/2018,10/7/2023,4/9/2024,13,9/11/2021,diners-club-carte-blanche,30070515306592,9/29/2029,Investment Account,nnmehsx,622.91,1/31/2016,3/8/2011
